passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
1,3.5,-73.9883194,40.75912476,-73.99671936,40.72205734,15.5,0.5,0.5,7,0,23.8
1,3.16,-73.98516846,40.76411819,-73.97445679,40.79357147,12.5,0.5,0.5,0,0,13.8
1,19.42,-73.77672577,40.64531326,-73.95399475,40.77973557,52,0,0.5,14.33,5.33,72.46
1,2.7,-73.95083618,40.77495575,-73.97951508,40.74930191,12,0.5,0.5,2.65,0,15.95
1,2.3,-73.9913559,40.75014114,-73.99355316,40.72438812,10,0.5,0.5,0,0,11.3
1,4.5,-73.9864502,40.72230911,-73.94770813,40.77909088,16,0.5,0.5,2,0,19.3
1,1.1,-73.97486877,40.76138687,-73.98136139,40.74707794,6.5,0.5,0.5,1,0,8.8
5,3.85,-74.00299835,40.72781754,-73.96164703,40.71841812,15,0.5,0.5,3.1,0,19.4
1,9.4,-73.99924469,40.73384857,-73.86639404,40.73501968,29.5,0.5,0.5,5,0,35.8
1,3.17,-73.97937775,40.75252914,-73.94780731,40.784729,11,0.5,0.5,2.3,0,14.6
1,4.21,-73.97373962,40.760746,-73.92591095,40.77561188,15,0.5,0.5,3.1,0,19.4
1,1.9,-73.97022247,40.75237656,-73.95202637,40.77378464,7,0.5,0.5,0,0,8.3
1,0.57,-73.9604187,40.76173019,-73.95545959,40.76750183,4,0.5,0.5,1.12,0,6.42
5,3.04,-73.97616577,40.73034668,-73.96263123,40.76401138,11,0.5,0.5,0,0,12.3
2,10.5,-73.97995758,40.75147247,-73.9187088,40.87134552,31,0.5,0.5,6.46,0,38.76
2,0.6,-73.98516846,40.76353836,-73.98162079,40.77196121,4.5,0.5,0.5,1.7,0,7.5
2,1.77,-73.9908905,40.75068283,-73.97305298,40.76412964,8.5,0.5,0.5,0,0,9.8
1,3.48,-74.00684357,40.7052002,-73.9858017,40.7285881,13,0.5,0.5,2.7,0,17
1,2,0,0,0,0,8,0.5,0.5,0,0,9.3
1,2.96,-73.95018768,40.7799263,-73.98872375,40.77806854,11,0.5,0.5,2.3,0,14.6
1,13.2,-73.99160767,40.74456787,-73.89522552,40.86527634,39.5,0.5,0.5,10.2,0,51
1,6.3,-73.97859955,40.72874069,-73.99872589,40.68243027,20.5,0.5,0.5,4.35,0,26.15
1,14.1,-73.99343872,40.75542831,-73.95555878,40.5896492,42,0.5,0.5,7,0,50.3
1,2.2,-73.9940567,40.73957443,-74.00695801,40.71518326,10,0.5,0.5,2.26,0,13.56
1,0.9,-73.99655914,40.73900604,-74.00765228,40.74074554,6,0.5,0.5,1.3,0,8.6
1,5.8,-73.99128723,40.71743393,-73.89845276,40.72549438,17.5,0.5,0.5,0,0,18.8
1,6.7,-73.96641541,40.75645828,-73.99263763,40.69268036,19.5,0.5,0.5,4.15,0,24.95
1,1.1,-73.95851898,40.81560135,-73.95274353,40.80435944,7,0.5,0.5,1.65,0,9.95
1,3.15,-73.98526764,40.74756622,-74.00951385,40.7097168,12.5,0.5,0.5,1,0,14.8
1,0.82,-73.99014282,40.75072098,-73.97702789,40.74521637,6.5,0.5,0.5,1.4,0,9.2
1,0.6,-73.99953461,40.73860168,-74.0070343,40.73299026,4.5,0.5,0.5,1,0,6.8
1,1.2,-73.96517181,40.75931168,-73.9814682,40.76872253,7.5,0.5,0.5,0,0,8.8
1,0.96,-73.97638702,40.67778015,-73.9758606,40.66976166,6,0.5,0.5,0,0,7.3
2,2.46,-73.9940033,40.7618103,-74.00183105,40.73543167,11,0.5,0.5,0,0,12.3
2,1.02,-73.99095154,40.75516129,-73.98042297,40.76142883,6.5,0.5,0.5,0,0,7.8
6,0.78,-73.97781372,40.74969101,-73.98568726,40.75584793,5,0.5,0.5,0,0,6.3
1,5.8,-73.98371887,40.72689438,-73.95337677,40.74481964,20.5,0.5,0.5,4.35,0,26.15
1,0.85,-73.98216248,40.77220154,-73.97807312,40.7834816,5,0.5,0.5,0,0,6.3
5,0.52,-73.98256683,40.76784515,-73.98911285,40.7693367,4.5,0.5,0.5,1,0,6.8
1,0.7,-73.99774933,40.7142601,-73.9929657,40.72275925,5.5,0.5,0.5,1.2,0,8
1,3.69,-73.97325134,40.76031113,-73.98583984,40.7195282,15.5,0.5,0.5,1.5,0,18.3
1,0.55,-73.97267151,40.74359131,-73.98094177,40.74457169,4.5,0.5,0.5,1,0,6.8
1,2.9,-73.97794342,40.74606323,-73.9508667,40.78090286,10.5,0.5,0.5,2.2,0,14
2,0.6,-73.98015594,40.74251556,-73.97183228,40.74559021,5,0.5,0.5,1,0,7.3
5,3.09,-74.00039673,40.71723175,-73.97148895,40.75130844,12,0.5,0.5,3,0,16.3
1,0.79,-73.98618317,40.7514534,-73.98899841,40.75926208,5.5,0.5,0.5,1,0,7.8
1,2.48,-73.98856354,40.74862289,-73.96245575,40.77053833,10,0.5,0.5,2.1,0,13.4
1,6.43,-73.96572876,40.80564117,-73.95343781,40.74489975,25.5,0.5,0.5,5.2,0,32
1,2.4,-73.94528961,40.83358765,-73.93082428,40.81187057,9,0.5,0.5,0,0,10.3
1,1.4,-73.98974609,40.73398209,-73.97817993,40.75121689,8,0.5,0.5,0,0,9.3
2,3.1,-73.98323059,40.78152084,-73.9546051,40.81823349,12,0.5,0.5,0,0,13.3
2,4.2,0,0,0,0,15.5,0.5,0.5,3,0,19.8
2,1.6,-73.91383362,40.74373627,-73.88411713,40.74769211,7,0.5,0.5,1,0,9.3
2,2.3,-73.98713684,40.75646591,-73.98036957,40.78024292,11,0.5,0.5,1.5,0,13.8
1,1.2,-73.97504425,40.76167679,-73.977005,40.7485733,6.5,0.5,0.5,0,0,7.8
1,2.23,-73.99147034,40.74990082,-73.981987,40.73022079,9.5,0.5,0.5,2,0,12.8
1,5.3,-73.99572754,40.75312424,-73.93861389,40.75009537,20,0.5,0.5,2,0,23.3
1,5.94,-73.97212219,40.79482651,-73.91484833,40.84446335,17.5,0.5,0.5,0,0,18.8
2,2.9,-73.95978546,40.65541458,-73.91786957,40.66325378,12.5,0.5,0.5,0,0,13.8
1,1.41,-73.96867371,40.75831604,-73.95539093,40.77360535,6.5,0.5,0.5,1.4,0,9.2
5,0.77,-73.99120331,40.73909378,-73.99292755,40.73087311,5,0.5,0.5,1,0,7.3
1,0.9,-74.00728607,40.71760178,-74.00777435,40.70814514,6,0.5,0.5,1.46,0,8.76
1,2.4,-73.95861816,40.76866913,-73.98384857,40.74623489,10,0.5,0.5,2.25,0,13.55
1,2.1,-73.96879578,40.75668716,-73.97686768,40.73243713,9.5,0.5,0.5,2.16,0,12.96
1,2.7,-74.00986481,40.72052383,-73.98710632,40.74777985,10,0.5,0.5,2.7,0,14
1,0,-73.77692413,40.64525604,-73.77692413,40.64525604,2.5,0.5,0.5,0,0,3.8
2,2.47,-73.97666168,40.75859833,-73.98815155,40.73626328,12,0.5,0.5,1,0,14.3
3,7.4,-73.9688797,40.76098633,-73.99291229,40.69305801,23,0.5,0.5,0,0,24.3
1,2,-73.98226166,40.76390076,-73.97192383,40.74482727,10,0.5,0.5,2.25,0,13.55
1,0,-73.98345947,40.7555809,-73.98345947,40.7555809,2.5,0.5,0.5,2,0,5.8
1,1.4,-74.00678253,40.73563385,-74.00279236,40.72097778,8,0.5,0.5,1.7,0,11
2,2.9,-73.98490143,40.75857925,-73.97850037,40.72961044,11.5,0.5,0.5,2.55,0,15.35
2,2.83,-73.9874649,40.76572037,-74.00835419,40.73588181,11,0.5,0.5,2.3,0,14.6
2,2.44,-73.9751358,40.75928879,-73.95088959,40.78580475,9,0.5,0.5,1.9,0,12.2
1,1.9,-73.99923706,40.73919296,-73.98991394,40.72050858,10.5,0.5,0.5,2,0,13.8
2,4.2,-73.98220825,40.77148438,-73.98518372,40.7243576,15,0.5,0.5,1,0,17.3
2,4.3,-73.9750061,40.79036331,-73.92787933,40.82157516,16,0.5,0.5,0,0,17.3
1,3.5,-73.96324158,40.77769089,-73.99851227,40.74214554,13.5,0.5,0.5,1,0,15.8
1,0.47,-74.00379181,40.73820114,-74.00124359,40.7339592,5,0.5,0.5,1.1,0,7.4
3,1.62,-73.98848724,40.72812653,-73.97566223,40.74478149,8.5,0.5,0.5,1.8,0,11.6
1,3.75,-73.9629364,40.77077866,-73.98058319,40.72874832,15.5,0.5,0.5,3.2,0,20
1,5.14,-73.9849472,40.7641716,-73.91095734,40.75843048,21,0.5,0.5,0,0,22.3
3,4.95,-73.97544861,40.75529861,-73.89827728,40.74758148,15.5,0.5,0.5,8,0,24.8
1,1.9,-73.9834137,40.75559616,-73.98094177,40.77960968,8.5,0.5,0.5,0,0,9.8
6,4.09,-73.97822571,40.7456131,-73.93834686,40.79091644,14.5,0.5,0.5,3,0,18.8
3,0.76,-73.97869873,40.75314713,-73.97353363,40.74862289,5.5,0.5,0.5,1.2,0,8
2,3.2,-73.98049927,40.78006744,-73.94841003,40.78239441,11.5,0.5,0.5,0,0,12.8
1,1.55,-73.95414734,40.77442169,-73.96853638,40.75466919,7,0.5,0.5,2.25,0,10.55
1,1.4,-73.97023773,40.75895691,-73.95719147,40.77427673,6.5,0.5,0.5,2,0,9.8
1,2.4,-73.97815704,40.75226593,-73.98744202,40.72848129,10.5,0.5,0.5,2.2,0,14
1,5.3,-73.98147583,40.76343918,-74.01776886,40.70940399,19,0.5,0.5,1,0,21.3
1,0.9,-73.95108032,40.72422028,-73.96012115,40.71400452,5.5,0.5,0.5,0,0,6.8
2,6.4,-73.98284149,40.76861572,-73.95642853,40.7132988,23.5,0.5,0.5,0,0,24.8
2,0.39,-73.95275879,40.81077957,-73.95831299,40.81071091,4,0.5,0.5,1.5,0,6.8
1,1.2,-73.98506927,40.74689484,-73.97666931,40.73608398,7,0.5,0.5,1,0,9.3
1,3,-73.98817444,40.73697281,-74.01628113,40.7087822,14,0.5,0.5,2,0,17.3
1,1.6,-73.97955322,40.74350357,-73.99778748,40.73584366,8.5,0.5,0.5,1.95,0,11.75
1,6,-73.97224426,40.74961853,-73.9384079,40.69439697,21.5,0.5,0.5,4.55,0,27.35
1,2.2,-73.97442627,40.76016998,-73.98023224,40.73670197,10,0.5,0.5,2.25,0,13.55
5,6.46,-73.97232056,40.79608536,-74.01011658,40.7199173,20.5,0.5,0.5,4.2,0,26
1,0.28,-73.97775269,40.78791809,-73.9807663,40.78838348,3,0.5,0.5,0.7,0,5
2,1.75,-73.98426819,40.7251091,-74.00746155,40.71780014,10.5,0.5,0.5,0,0,11.8
1,1.78,-73.98770905,40.7600708,-73.97843933,40.78324127,8.5,0.5,0.5,0,0,9.8
5,1.16,-73.99049377,40.75102234,-73.97556305,40.74632263,7,0.5,0.5,1,0,9.3
1,1.4,-73.9927597,40.75663757,-73.97179413,40.74585724,8,0.5,0.5,0,0,9.3
3,6.39,-74.0005722,40.74752045,-73.95227814,40.72673798,22.5,0.5,0.5,6.9,0,30.7
3,8.67,-73.99902344,40.7445488,-73.94181824,40.84832764,26.5,0.5,0.5,5.4,0,33.2
3,1.2,-73.98596954,40.75698471,-73.98484802,40.74552536,8,0.5,0.5,1.86,0,11.16
2,9.05,-74.0076828,40.70571899,-74.01808167,40.62754059,27,0.5,0.5,5.5,0,33.8
1,2.83,-73.98188782,40.76599121,-73.9827652,40.73532104,11.5,0.5,0.5,3.6,0,16.4
2,0.85,-73.95246887,40.77693176,-73.95309448,40.76784515,5,0.5,0.5,1.1,0,7.4
2,0.7,-73.96686554,40.75813293,-73.97522736,40.75481415,5.5,0.5,0.5,1.35,0,8.15
1,4.38,-73.98899078,40.73974609,-73.97561646,40.79126358,15.5,0.5,0.5,1.5,0,18.3
1,0.9,-73.97955322,40.743927,-73.97071075,40.75003815,5,0.5,0.5,1.25,0,7.55
2,19.7,-73.78211975,40.64455414,-73.9432373,40.75183105,52,0,0.5,0,5.33,58.13
1,7.43,-73.86240387,40.76907349,-73.79618073,40.77917099,21.5,0.5,0.5,4.4,0,27.2
1,2.9,-73.99031067,40.71905136,-73.94254303,40.70109177,11.5,0.5,0.5,2.4,0,15.2
1,1.22,-73.98252869,40.74829102,-73.96839142,40.75642776,6.5,0.5,0.5,1,0,8.8
1,1.66,-73.98751068,40.76533127,-74.003479,40.75143814,7,0.5,0.5,1.5,0,9.8
2,1.78,-73.99975586,40.72677994,-74.00395966,40.70767975,8,0.5,0.5,1,0,10.3
1,2.7,-73.98899078,40.75828171,-73.96949768,40.79198074,11,0.5,0.5,0,0,12.3
5,4.37,-73.98573303,40.7312088,-73.94259644,40.69538116,17,0.5,0.5,3.5,0,21.8
4,3.26,-73.97519684,40.7552948,-73.96698761,40.79179382,11.5,0.5,0.5,2.4,0,15.2
1,0.5,-74.00624084,40.73162079,-74.00531006,40.73823929,4,0.5,0.5,0,0,5.3
1,3.3,-73.96298218,40.76912308,-73.99914551,40.74393845,13.5,0.5,0.5,0,0,14.8
1,3,-73.9910965,40.739151,-74.01540375,40.70487976,12,0.5,0.5,2.5,0,15.8
1,3,-73.97465515,40.75534058,-74.00683594,40.73036575,10.5,0.5,0.5,2.35,0,14.15
1,4.16,-73.99201965,40.7254982,-73.96316528,40.67743683,16,0.5,0.5,0,0,17.3
1,0.68,-73.98597717,40.72714996,-73.98731995,40.72240067,6.5,0.5,0.5,1.4,0,9.2
1,0.9,-74.00661469,40.73145294,-73.99774933,40.7336731,6,0.5,0.5,1.45,0,8.75
1,4.8,-73.98222351,40.77158737,-73.92218018,40.75642776,19,0.5,0.5,5.05,0,25.35
1,0.88,-73.98473358,40.75874329,-73.98220825,40.75085831,5,0.5,0.5,0,0,6.3
1,3.1,-73.99040222,40.74446487,-74.01450348,40.71680069,13.5,0.5,0.5,2,0,16.8
5,5.3,0,0,0,0,19.5,0.5,0.5,4,0,24.8
2,2.4,-73.97564697,40.75952911,-73.97637177,40.78242493,9,0.5,0.5,2.05,0,12.35
5,0.62,-73.95085144,40.77897263,-73.9576416,40.76978683,4.5,0.5,0.5,0,0,5.8
1,3.9,-73.9943161,40.75011063,-73.94865417,40.7736969,15.5,0.5,0.5,2.5,0,19.3
1,0.6,-74.00891113,40.72592163,-74.00154877,40.73091507,4.5,0.5,0.5,1.16,0,6.96
1,1.52,-73.98078918,40.74684143,-73.96469116,40.75917816,8.5,0.5,0.5,0,0,9.8
1,4.75,-73.99797821,40.74512863,-74.03543854,40.74466324,50,0,0,0,11.75,62.05
1,2,-73.99874878,40.73462677,-73.99520874,40.71763992,10,0.5,0.5,1,0,12.3
1,4,-73.95359039,40.77542114,-73.99606323,40.74124146,16,0.5,0.5,5.15,0,22.45
1,0.6,-74.00379181,40.73675919,-74.0046463,40.7295723,4.5,0.5,0.5,0,0,5.8
1,2.23,-73.91478729,40.76411057,-73.89875031,40.75022125,8.5,0.5,0.5,0,0,9.8
6,8.32,-73.95305634,40.7182579,-74.00041199,40.65551376,24.5,0.5,0.5,5,0,30.8
1,1.6,-73.97380066,40.76147842,-73.95828247,40.78115082,6.5,0.5,0.5,1,0,8.8
1,17.7,-73.78805542,40.64167786,-73.97277832,40.75498962,52,0,0.5,11.6,5.33,69.73
1,2.4,-74.0027771,40.73363113,-73.97962189,40.75175858,9,0.5,0.5,0,0,10.3
1,1.8,-73.98110199,40.72511673,-73.97244263,40.74612427,8.5,0.5,0.5,2.45,0,12.25
1,0.8,-73.99144745,40.75005341,-73.98934937,40.75760651,5,0.5,0.5,0,0,6.3
1,1.8,-73.96907043,40.75339127,-73.97553253,40.73273087,7.5,0.5,0.5,0,0,8.8
1,1,-73.98889923,40.73646927,-73.97709656,40.74529648,6.5,0.5,0.5,0.1,0,7.9
1,0.79,-73.9950943,40.73978043,-73.98587799,40.74242401,5,0.5,0.5,1.1,0,7.4
2,2.3,-74.00592041,40.75034332,-73.99050903,40.73061752,11.5,0.5,0.5,2.56,0,15.36
1,0.89,-73.96708679,40.75680923,-73.98458862,40.76950073,7.5,0.5,0.5,0,0,8.8
1,1.5,-74.00473022,40.73023605,-73.98500061,40.72039413,10.5,0.5,0.5,0,0,11.8
1,2.8,-73.96215057,40.77899933,-73.96824646,40.80406189,12,0.5,0.5,0,0,13.3
1,2.17,-73.98504639,40.75543976,-73.98352051,40.78096008,10.5,0.5,0.5,2.2,0,14
1,1,-73.98723602,40.73594284,-73.98365021,40.72595978,6.5,0.5,0.5,0,0,7.8
2,6,-73.99105072,40.75061798,-73.94010925,40.79377365,20.5,0.5,0.5,1,0,22.8
1,3.9,-73.98762512,40.7382164,-73.94767761,40.7751236,14.5,0.5,0.5,2,0,17.8
1,1.12,-73.98825073,40.74819946,-73.99582672,40.75907135,6.5,0.5,0.5,1.75,0,9.55
1,3.5,-73.98133087,40.77357483,-73.94226074,40.74872971,12,0.5,0.5,2.65,0,15.95
1,1.4,-73.9903183,40.73084641,-73.97903442,40.74992371,8,0.5,0.5,1,0,10.3
1,0.99,-74.0026474,40.72866821,-73.98961639,40.72978592,5.5,0.5,0.5,1.2,0,8
3,1.17,-73.95755005,40.76939011,-73.96901703,40.75588608,6,0.5,0.5,1.3,0,8.6
1,1.2,-73.97942352,40.74389267,-73.96939087,40.75915527,6,0.5,0.5,1,0,8.3
1,6.5,-73.95987701,40.75805283,-73.86017609,40.73132706,22,0.5,0.5,0,0,23.3
1,2.4,-73.98625946,40.76711273,-73.9576416,40.77458572,9,0.5,0.5,1.5,0,11.8
1,36.05,-73.78220367,40.64458847,-73.85740662,41.07720184,136.5,0.5,0.5,28.47,5.33,171.6
1,1,-73.99117279,40.75024033,-73.99505615,40.73840714,5,0.5,0.5,1.25,0,7.55
1,20.7,-73.7826004,40.64466476,-73.97637939,40.782341,52,0,0.5,6,5.33,64.13
5,0.58,-73.98591614,40.7406311,-73.98025513,40.74420166,4.5,0.5,0.5,1,0,6.8
1,0.92,-73.96884155,40.75426102,-73.97762299,40.74465942,4.5,0.5,0.5,0,0,5.8
2,1.8,-73.99263,40.74940491,-73.97112274,40.75270081,8.5,0.5,0.5,0,0,9.8
1,3.1,-73.98539734,40.76361084,-73.95746613,40.8028183,12,0.5,0.5,0,0,13.3
1,1.1,-73.98834991,40.72144318,-73.99819946,40.72769928,8,0.5,0.5,2.32,0,11.62
2,1.5,-73.98635864,40.72209167,-73.99729156,40.7342453,8,0.5,0.5,1.85,0,11.15
1,2.69,-73.98005676,40.77582169,-73.95043182,40.78922653,10.5,0.5,0.5,0,0,11.8
1,7.01,-74.00206757,40.7254982,-73.96861267,40.7999382,24,0.5,0.5,4.9,0,30.2
1,1,-73.99544525,40.73938751,-73.9948349,40.7289505,6,0.5,0.5,2.15,0,9.45
1,3.89,-73.95371246,40.77625656,-73.99858856,40.76453018,14,0.5,0.5,2.9,0,18.2
5,2.09,-73.99875641,40.72951889,-73.98032379,40.73937225,9,0.5,0.5,1.9,0,12.2
1,1.9,-73.96755981,40.75229645,-73.98218536,40.77067566,9,0.5,0.5,2.05,0,12.35
2,13.38,-73.99261475,40.74951553,-74.03014374,40.63500977,40,0.5,0.5,5,0,46.3
1,2.7,-74.00869751,40.71828461,-73.99234009,40.68971252,10,0.5,0.5,1,0,12.3
1,2.51,-73.99842834,40.75595474,-73.99800873,40.7558403,10.5,0.5,0.5,1,0,12.8
6,1.23,-73.97141266,40.75738144,-73.97896576,40.74284363,6.5,0.5,0.5,1.4,0,9.2
1,2.8,0,0,0,0,13.5,0.5,0.5,2.95,0,17.75
3,1.37,-73.98795319,40.73503113,-73.98786926,40.72076797,8.5,0.5,0.5,2.25,0,12.05
1,5.18,-73.98792267,40.7647934,-73.90699768,40.7453537,18,0.5,0.5,0,0,19.3
1,6.4,-74.00252533,40.73959351,-73.91938782,40.69710922,24,0.5,0.5,0,0,25.3
5,1.17,-73.98816681,40.75930023,-73.98478699,40.74816132,7.5,0.5,0.5,0,0,8.8
1,1.8,-73.99967194,40.73400116,-73.98492432,40.74504852,7.5,0.5,0.5,1.76,0,10.56
1,0.4,-73.98143768,40.75783539,-73.97801971,40.76353073,3.5,0.5,0.5,0.96,0,5.76
1,0.8,-73.97190857,40.78221893,-73.96420288,40.77465439,5.5,0.5,0.5,0,0,6.8
1,2.5,-73.99069977,40.75045776,-73.96440887,40.7713089,10,0.5,0.5,2.25,0,13.55
2,3.5,-73.95373535,40.76706314,-73.95478821,40.7857399,13.5,0.5,0.5,2.95,0,17.75
1,9,-73.87090302,40.77375412,-73.97844696,40.76641464,26.5,0.5,0.5,5.55,0,33.35
3,0.8,-74.00343323,40.73309326,-73.99343109,40.73313904,5.5,0.5,0.5,1.2,0,8
1,1.3,-73.97679138,40.75225067,-73.97597504,40.74572372,7.5,0.5,0.5,0.08,0,8.88
1,9.8,-73.86331177,40.76975632,-73.9748764,40.7926178,29.5,0.5,0.5,7.2,5.33,43.33
1,3.49,-73.99410248,40.75664902,-73.96675873,40.79172134,13.5,0.5,0.5,3.5,0,18.3
1,3.5,-74.00858307,40.71943665,-73.97019958,40.68955231,13,0.5,0.5,3.57,0,17.87
2,2.6,-73.98241425,40.7634964,-73.99615479,40.73226547,12.5,0.5,0.5,0,0,13.8
1,6,-73.97512054,40.76148987,-73.99423218,40.69028473,21,0.5,0.5,4.45,0,26.75
1,1.71,-74.00717163,40.74087906,-73.99067688,40.75579834,8,0.5,0.5,1,0,10.3
1,1.2,-73.96273041,40.76066208,-73.95600128,40.77591324,6,0.5,0.5,1,0,8.3
1,1.29,-73.98145294,40.75266266,-73.99577332,40.74256134,7,0.5,0.5,1.5,0,9.8
1,4.4,-73.98100281,40.74178696,-74.009758,40.70560455,15,0.5,0.5,4.7,0,21
5,1.34,-73.98046112,40.75405884,-73.98223114,40.73921967,7,0.5,0.5,1,0,9.3
2,3.5,-73.99484253,40.75024033,-74.01525879,40.71550751,13.5,0.5,0.5,2.95,0,17.75
1,1.5,-73.97962189,40.76451111,-73.99165344,40.74942398,9.5,0.5,0.5,5,0,15.8
5,0,-74.01187897,40.70795059,-74.01187897,40.70795059,2.5,0.5,0.5,0,23.5,27.3
2,0.8,-73.9863739,40.75985336,-73.98269653,40.7690239,5,0.5,0.5,0,0,6.3
1,2.57,-73.97615051,40.75128174,-74.00760651,40.74087906,11.5,0.5,0.5,2.4,0,15.2
1,2,-73.99728394,40.73687744,-73.97396851,40.74909973,10,0.5,0.5,2.26,0,13.56
1,0.5,-73.9642868,40.7755661,-73.96153259,40.77140808,4.5,0.5,0.5,0,0,5.8
1,0.52,-73.95087433,40.77473831,-73.95471954,40.7792244,3.5,0.5,0.5,0,0,4.8
1,0.44,-73.99175262,40.72954178,-73.99385834,40.7265358,4,0.5,0.5,0,0,5.3
1,1.46,-73.98722839,40.73589706,-73.99761963,40.72086334,7.5,0.5,0.5,1,0,9.8
1,0.93,-73.99326324,40.75210953,-73.9855423,40.75555038,6.5,0.5,0.5,0,0,7.8
1,0.7,0,0,0,0,4.5,0.5,0.5,1.16,0,6.96
1,2.6,-73.97780609,40.7521553,-74.00839233,40.7326622,12,0.5,0.5,2.65,0,15.95
1,4.1,-73.9883194,40.76425934,-73.97799683,40.72520065,16.5,0.5,0.5,3.4,0,21.2
1,0.45,-74.0138855,40.7065773,-74.01028442,40.71191406,3.5,0.5,0.5,0.8,0,5.6
5,0.98,-73.98233032,40.76187134,-73.97138214,40.76290131,6,0.5,0.5,0,0,7.3
1,2.37,0,0,0,0,10,0.5,0.5,2.62,0,13.92
1,2.3,-73.98622131,40.76708221,-74.00462341,40.7375412,10,0.5,0.5,1.5,0,12.8
1,5.52,-73.99324036,40.72003937,-73.99340057,40.66049957,20.5,0.5,0.5,5.25,0,27.05
1,2.76,-73.98013306,40.76021576,-73.95069122,40.78311539,10,0.5,0.5,1,0,12.3
